event_id,user_id,event_type,product_id,event_timestamp
253,27,visit,87,2024-02-02 17:19:00
254,27,checkout,12,2024-02-02 17:43:00
255,27,visit,141,2024-02-02 17:44:00
256,27,view,25,2024-02-02 17:56:00
257,27,view,45,2024-02-02 18:22:00
258,28,checkout,122,2024-01-16 22:25:00
259,28,visit,147,2024-02-18 11:20:00
260,28,view,55,2024-02-18 11:47:00
261,28,purchase,100,2024-01-12 23:22:00
262,28,view,173,2024-01-12 23:45:00
263,28,visit,136,2024-01-13 00:10:00
264,28,visit,119,2024-01-13 00:25:00
265,29,checkout,53,2024-01-13 01:29:00
266,29,view,183,2024-01-13 01:39:00
267,29,visit,32,2024-01-26 18:32:00
268,29,add_to_cart,51,2024-01-26 18:57:00
269,29,visit,44,2024-01-26 18:59:00
270,29,view,82,2024-01-26 19:27:00
271,29,checkout,198,2024-01-22 09:19:00
272,30,view,146,2024-02-17 15:00:00
273,30,visit,150,2024-02-17 15:26:00
274,30,add_to_cart,37,2024-02-17 15:43:00
275,30,view,96,2024-02-17 15:52:00
276,30,view,56,2024-01-06 14:29:00
277,30,view,105,2024-01-12 18:37:00
278,30,visit,59,2024-01-12 18:47:00
279,30,add_to_cart,131,2024-01-12 19:02:00
280,30,add_to_cart,156,2024-02-15 14:32:00
281,30,view,35,2024-02-15 14:34:00
282,31,add_to_cart,189,2024-02-09 14:50:00
283,31,checkout,93,2024-02-09 15:12:00
284,31,visit,182,2024-02-09 15:33:00
285,31,purchase,191,2024-01-24 17:30:00
286,31,visit,97,2024-01-24 17:50:00
287,31,visit,135,2024-02-20 14:57:00
288,32,visit,76,2024-01-24 13:04:00
289,32,visit,49,2024-01-24 13:07:00
290,32,view,94,2024-01-24 13:26:00
291,32,view,159,2024-01-24 13:31:00
292,32,view,186,2024-01-24 13:48:00
293,32,visit,189,2024-01-26 10:43:00
294,32,visit,24,2024-01-26 10:59:00
295,32,add_to_cart,148,2024-01-26 11:16:00
296,32,visit,37,2024-02-28 19:10:00
297,33,add_to_cart,4,2024-01-14 20:53:00
298,33,purchase,108,2024-01-14 20:58:00
299,33,visit,126,2024-01-14 21:26:00
300,33,purchase,20,2024-01-29 05:53:00
301,33,checkout,188,2024-01-29 06:15:00
302,33,purchase,152,2024-01-29 06:27:00
303,33,purchase,50,2024-01-29 06:50:00
304,33,checkout,177,2024-02-05 18:30:00
305,33,checkout,179,2024-02-05 19:00:00
306,33,add_to_cart,96,2024-02-05 19:23:00
307,33,visit,105,2024-01-12 12:20:00
308,33,purchase,164,2024-01-12 12:32:00
309,33,checkout,117,2024-01-12 12:50:00
310,33,visit,98,2024-01-12 13:09:00
311,33,view,66,2024-01-12 13:21:00
312,34,visit,79,2024-01-09 20:53:00
313,34,view,162,2024-02-15 16:20:00
314,34,view,164,2024-02-15 16:23:00
315,34,add_to_cart,6,2024-02-15 16:38:00
316,34,visit,39,2024-02-15 16:53:00
317,34,view,170,2024-02-15 17:15:00
318,34,add_to_cart,115,2024-01-23 04:22:00
319,34,visit,186,2024-01-23 04:24:00
320,34,purchase,125,2024-01-23 04:51:00
321,34,view,12,2024-01-23 04:55:00
322,34,checkout,131,2024-01-23 05:12:00
323,34,view,18,2024-01-20 05:37:00
324,34,add_to_cart,40,2024-01-20 05:49:00
325,34,visit,21,2024-02-27 09:41:00
326,35,add_to_cart,143,2024-01-18 04:16:00
327,35,visit,99,2024-01-18 04:35:00
328,35,add_to_cart,26,2024-01-18 04:54:00
329,35,add_to_cart,8,2024-01-11 22:29:00
330,35,add_to_cart,100,2024-01-11 22:30:00
331,35,checkout,87,2024-01-11 22:33:00
332,35,view,42,2024-01-11 22:35:00
333,35,checkout,172,2024-01-11 22:56:00
334,35,add_to_cart,14,2024-02-06 09:02:00
335,35,view,78,2024-02-06 09:23:00
336,35,view,2,2024-02-01 21:24:00
337,35,purchase,119,2024-02-01 21:34:00
338,35,view,37,2024-02-01 21:49:00
339,35,checkout,69,2024-02-01 21:52:00
340,35,add_to_cart,166,2024-02-01 22:15:00
341,35,view,41,2024-01-11 15:00:00
342,35,visit,62,2024-01-11 15:23:00
343,35,add_to_cart,60,2024-01-11 15:34:00
344,35,view,125,2024-01-11 15:58:00
345,36,view,111,2024-01-26 04:27:00
346,36,visit,14,2024-01-26 04:31:00
347,36,visit,84,2024-01-26 04:40:00
348,36,visit,130,2024-01-16 04:48:00
349,36,visit,70,2024-02-25 21:00:00
350,36,checkout,145,2024-02-25 21:19:00
351,36,visit,123,2024-02-25 21:43:00
352,36,view,89,2024-02-25 21:54:00
353,37,view,28,2024-02-01 17:34:00
354,37,view,66,2024-02-01 17:51:00
355,37,visit,163,2024-02-01 18:06:00
356,37,purchase,5,2024-02-01 18:14:00
357,37,visit,193,2024-02-07 12:02:00
358,38,view,168,2024-02-26 22:19:00
359,38,visit,184,2024-02-26 22:28:00
360,38,visit,164,2024-02-26 22:52:00
361,38,visit,45,2024-02-26 23:04:00
362,38,view,151,2024-01-26 12:29:00
363,38,view,47,2024-02-05 06:38:00
364,38,visit,31,2024-02-05 07:03:00
365,38,view,139,2024-02-05 07:21:00
366,38,visit,10,2024-02-22 21:16:00
367,38,purchase,195,2024-02-22 21:28:00
368,38,view,118,2024-02-22 21:53:00
369,38,checkout,14,2024-02-22 21:58:00
370,38,view,80,2024-02-22 22:05:00
371,38,visit,93,2024-02-02 13:42:00
372,38,visit,10,2024-02-02 13:47:00
373,38,add_to_cart,76,2024-02-02 14:07:00
374,38,checkout,94,2024-02-02 14:36:00
375,38,view,105,2024-02-02 14:53:00
376,39,visit,1,2024-02-29 20:55:00
377,39,purchase,133,2024-02-29 21:05:00
378,39,add_to_cart,20,2024-02-29 21:24:00
379,39,view,8,2024-02-02 17:23:00
380,39,view,171,2024-02-02 17:27:00
381,39,view,1,2024-02-02 17:41:00
382,39,visit,57,2024-02-02 18:00:00
383,39,view,64,2024-02-02 18:10:00
384,39,add_to_cart,118,2024-02-27 23:29:00
385,40,add_to_cart,28,2024-02-06 07:46:00
386,40,checkout,121,2024-02-03 21:28:00
387,40,view,107,2024-02-03 21:51:00
388,40,checkout,165,2024-02-03 21:55:00
389,40,visit,175,2024-02-03 22:02:00
390,40,add_to_cart,165,2024-02-03 22:03:00
391,40,view,49,2024-01-21 14:17:00
392,40,visit,120,2024-01-21 14:34:00
393,40,add_to_cart,44,2024-02-09 16:05:00
394,40,purchase,56,2024-01-14 19:08:00
395,40,view,156,2024-01-14 19:14:00
396,40,view,111,2024-01-14 19:29:00
397,41,add_to_cart,134,2024-01-22 18:38:00
398,41,checkout,108,2024-01-22 19:04:00
399,41,add_to_cart,189,2024-01-22 19:27:00
400,41,purchase,148,2024-02-09 16:31:00
401,41,visit,114,2024-02-09 16:41:00
402,41,add_to_cart,78,2024-03-01 10:09:00
403,41,add_to_cart,130,2024-03-01 10:25:00
404,41,view,37,2024-03-01 10:37:00
405,41,visit,20,2024-02-29 09:20:00
406,41,add_to_cart,26,2024-02-29 09:33:00
407,41,view,29,2024-02-29 10:00:00
408,41,visit,1,2024-02-19 04:59:00
409,41,purchase,119,2024-02-19 05:29:00
410,41,visit,35,2024-02-19 05:44:00
411,42,visit,198,2024-02-17 16:21:00
412,42,view,59,2024-02-17 16:51:00
413,42,visit,69,2024-02-14 09:16:00
414,42,add_to_cart,161,2024-02-14 09:24:00
415,42,visit,179,2024-01-04 22:51:00
416,42,visit,12,2024-01-04 23:13:00
417,42,visit,20,2024-01-04 23:38:00
418,42,view,181,2024-01-04 23:43:00
419,42,view,43,2024-01-04 23:44:00
420,43,view,126,2024-01-27 22:17:00
421,43,visit,50,2024-01-27 22:38:00
422,43,purchase,29,2024-01-27 22:40:00
423,43,view,185,2024-01-27 23:10:00
424,43,visit,39,2024-01-06 22:15:00
425,43,add_to_cart,184,2024-01-06 22:29:00
426,43,checkout,171,2024-01-06 22:58:00
427,43,visit,178,2024-01-06 23:25:00
428,43,purchase,151,2024-01-06 23:31:00
429,44,visit,172,2024-02-23 13:33:00
430,44,add_to_cart,38,2024-02-23 13:35:00
431,44,checkout,84,2024-02-23 13:36:00
432,44,view,151,2024-02-23 13:46:00
433,45,view,128,2024-01-07 11:26:00
434,45,add_to_cart,126,2024-01-07 11:55:00
435,45,view,45,2024-01-07 12:00:00
436,45,visit,52,2024-02-02 15:58:00
437,45,visit,80,2024-02-02 16:13:00
438,45,visit,178,2024-02-02 16:34:00
439,45,add_to_cart,124,2024-02-15 06:21:00
440,45,visit,119,2024-01-19 19:22:00
441,45,checkout,8,2024-01-19 19:51:00
442,45,view,85,2024-02-22 14:35:00
443,45,view,129,2024-02-22 15:05:00
444,45,visit,8,2024-02-22 15:13:00
445,45,purchase,157,2024-02-22 15:14:00
446,45,view,96,2024-02-22 15:23:00
447,46,view,102,2024-01-29 09:06:00
448,46,add_to_cart,5,2024-01-29 09:27:00
449,46,visit,86,2024-01-29 09:39:00
450,46,view,175,2024-01-16 02:07:00
451,47,add_to_cart,34,2024-02-13 17:09:00
452,47,add_to_cart,193,2024-02-13 17:21:00
453,47,purchase,55,2024-02-13 17:41:00
454,47,visit,119,2024-01-15 04:33:00
455,47,add_to_cart,171,2024-01-15 04:51:00
456,47,add_to_cart,158,2024-01-15 05:21:00
457,47,view,114,2024-01-15 05:37:00
458,47,add_to_cart,145,2024-02-04 22:40:00
459,47,add_to_cart,26,2024-02-04 23:00:00
460,47,view,136,2024-02-20 02:47:00
461,47,add_to_cart,47,2024-02-20 03:05:00
462,47,visit,113,2024-02-20 03:34:00
463,47,view,76,2024-02-20 03:51:00
464,47,visit,72,2024-02-20 03:58:00
465,48,checkout,89,2024-01-10 05:36:00
466,48,view,46,2024-01-10 05:59:00
467,48,add_to_cart,196,2024-01-10 06:18:00
468,48,checkout,33,2024-01-06 17:25:00
469,48,view,1,2024-01-06 17:27:00
470,48,view,147,2024-01-06 17:45:00
471,48,view,31,2024-01-06 18:00:00
472,48,view,142,2024-02-21 10:31:00
473,48,visit,53,2024-01-01 07:26:00
474,48,view,48,2024-01-01 07:55:00
475,48,add_to_cart,69,2024-01-01 07:58:00
476,48,view,105,2024-01-01 08:28:00
477,48,visit,90,2024-01-01 08:44:00
478,48,add_to_cart,190,2024-01-19 13:57:00
479,48,add_to_cart,194,2024-01-19 14:21:00
480,49,checkout,192,2024-01-24 13:03:00
481,49,checkout,198,2024-01-24 13:25:00
482,49,view,63,2024-01-24 13:53:00
483,49,add_to_cart,73,2024-01-24 14:11:00
484,49,visit,161,2024-02-11 11:52:00
485,49,add_to_cart,169,2024-01-26 18:03:00
486,49,visit,89,2024-01-26 18:04:00
487,49,add_to_cart,176,2024-01-02 10:11:00
488,49,view,13,2024-01-02 10:19:00
489,49,view,73,2024-01-02 10:34:00
490,49,checkout,77,2024-01-02 10:46:00
491,50,checkout,159,2024-01-13 03:51:00
492,50,visit,68,2024-02-09 00:32:00
493,50,visit,98,2024-02-09 00:34:00
494,50,visit,125,2024-02-08 22:56:00
495,51,visit,102,2024-01-29 07:59:00
496,51,checkout,132,2024-01-29 08:26:00
497,51,visit,102,2024-01-29 08:56:00
498,51,view,19,2024-01-29 09:20:00
499,51,view,198,2024-01-29 09:39:00
500,51,visit,82,2024-02-06 20:24:00
501,51,checkout,141,2024-02-06 20:41:00
502,51,purchase,23,2024-02-06 20:49:00
503,51,view,83,2024-01-20 09:23:00
504,51,view,109,2024-02-26 05:58:00
505,51,visit,75,2024-02-26 06:11:00
506,51,view,129,2024-02-26 06:37:00
507,51,add_to_cart,88,2024-02-26 06:54:00
508,52,view,54,2024-01-27 05:05:00
509,52,add_to_cart,199,2024-01-27 05:33:00
510,52,view,89,2024-01-27 05:41:00
511,52,purchase,143,2024-02-24 04:55:00
512,52,view,65,2024-02-24 05:00:00
513,52,purchase,76,2024-02-24 05:13:00
514,52,view,199,2024-02-24 05:21:00
515,52,purchase,143,2024-01-14 11:16:00
516,52,add_to_cart,149,2024-01-24 03:09:00
517,52,visit,147,2024-01-24 03:37:00
518,52,visit,60,2024-01-24 03:40:00
519,52,add_to_cart,93,2024-01-24 03:47:00
520,52,add_to_cart,161,2024-01-24 04:13:00
521,53,visit,49,2024-02-16 22:55:00
522,53,visit,35,2024-02-16 23:02:00
523,53,checkout,172,2024-02-16 23:32:00
524,53,view,102,2024-02-16 23:39:00
525,53,checkout,11,2024-02-17 00:03:00
526,53,add_to_cart,99,2024-02-17 16:20:00
527,53,add_to_cart,200,2024-02-17 16:33:00
528,53,checkout,110,2024-01-16 18:50:00
529,53,view,74,2024-01-16 19:02:00
530,53,view,194,2024-01-16 19:12:00
531,53,view,174,2024-01-24 17:30:00
532,53,checkout,9,2024-01-24 17:41:00
533,53,add_to_cart,3,2024-01-24 18:11:00
534,53,add_to_cart,85,2024-01-24 18:18:00
535,53,view,26,2024-01-21 14:07:00
536,54,purchase,72,2024-01-02 08:54:00
537,54,add_to_cart,48,2024-01-02 09:07:00
538,54,view,194,2024-01-02 09:26:00
539,54,visit,198,2024-01-02 09:53:00
540,54,view,156,2024-01-02 10:01:00
541,54,visit,117,2024-02-05 22:20:00
542,54,checkout,154,2024-02-05 22:41:00
543,54,purchase,153,2024-02-05 23:05:00
544,55,visit,12,2024-01-11 12:01:00
545,55,view,133,2024-01-11 12:07:00
546,55,view,48,2024-02-26 18:30:00
547,55,add_to_cart,37,2024-02-24 02:32:00
548,55,visit,44,2024-01-09 21:31:00
549,55,visit,15,2024-01-09 21:38:00
550,56,add_to_cart,43,2024-01-24 02:03:00
551,56,purchase,176,2024-01-24 02:21:00
552,56,checkout,87,2024-01-24 02:39:00
553,56,add_to_cart,70,2024-01-24 02:53:00
554,56,visit,46,2024-01-24 02:54:00
555,56,purchase,108,2024-02-03 09:22:00
556,56,visit,123,2024-02-03 09:52:00
557,56,checkout,171,2024-02-03 09:58:00
558,56,add_to_cart,21,2024-02-03 10:02:00
559,56,checkout,151,2024-02-03 10:32:00
560,56,visit,107,2024-02-03 05:04:00
561,56,view,80,2024-02-03 05:31:00
562,56,view,47,2024-01-18 13:32:00
563,57,view,117,2024-02-06 08:18:00
564,57,checkout,124,2024-02-06 08:21:00
565,57,visit,143,2024-02-24 22:10:00
566,57,visit,25,2024-01-25 18:51:00
567,57,visit,36,2024-01-25 19:05:00
568,57,visit,51,2024-01-25 19:26:00
569,57,view,15,2024-01-25 19:52:00
570,57,purchase,68,2024-02-06 03:15:00
571,57,visit,21,2024-02-06 03:24:00
572,57,checkout,141,2024-02-06 03:26:00
573,57,add_to_cart,19,2024-02-06 03:56:00
574,57,view,34,2024-02-06 03:59:00
575,58,add_to_cart,78,2024-02-27 18:32:00
576,58,visit,125,2024-02-27 18:37:00
577,58,checkout,196,2024-02-27 19:02:00
578,58,visit,117,2024-02-27 19:29:00
579,58,visit,52,2024-02-27 19:52:00
580,58,visit,27,2024-01-26 02:37:00
581,58,visit,157,2024-01-26 02:50:00
582,58,checkout,156,2024-01-26 03:12:00
583,58,add_to_cart,35,2024-02-04 11:19:00
584,58,visit,136,2024-02-04 11:36:00
585,58,purchase,144,2024-02-04 12:00:00
586,58,add_to_cart,106,2024-02-04 12:12:00
587,59,view,164,2024-01-28 07:55:00
588,60,visit,158,2024-02-08 13:32:00
589,60,visit,146,2024-02-08 13:48:00
590,60,purchase,2,2024-02-08 13:56:00
591,60,visit,177,2024-02-05 12:48:00
592,60,add_to_cart,77,2024-02-05 12:58:00
593,60,view,132,2024-02-05 13:24:00
594,60,checkout,90,2024-02-05 13:32:00
595,60,visit,89,2024-01-05 02:48:00
596,60,add_to_cart,94,2024-01-05 03:12:00
597,60,add_to_cart,7,2024-01-05 03:25:00
598,60,visit,95,2024-01-24 03:38:00
599,60,visit,108,2024-01-29 12:17:00
600,60,visit,74,2024-01-29 12:35:00
601,60,view,39,2024-01-29 12:53:00
602,61,view,141,2024-01-07 00:53:00
603,61,checkout,159,2024-02-08 20:24:00
604,61,visit,71,2024-02-08 20:49:00
605,61,view,191,2024-02-08 20:52:00
606,61,add_to_cart,56,2024-02-27 19:05:00
607,61,visit,170,2024-02-27 19:18:00
608,61,visit,189,2024-01-09 09:10:00
609,61,visit,42,2024-01-09 09:19:00
610,61,visit,184,2024-01-09 09:33:00
611,62,visit,36,2024-02-20 02:37:00
612,62,visit,84,2024-02-20 02:57:00
613,62,add_to_cart,196,2024-02-20 03:17:00
614,62,view,118,2024-01-30 03:39:00
